tmdb_id,title,release_year,genres,overview,keywords,country,revenue_usd,vote_count,in_top_k_by_revenue,is_period_piece,signals_used,setting_start_year,setting_end_year,setting_decade,year_gap,era_hits,setting_type,setting_confidence,sources_used
11020,Picnic at Hanging Rock,1975,"['Drama', 'Mystery']","In the early 1900s, Miranda attends a girls boarding school in Australia. One Valentine's Day, the school's typically strict headmistress treats the girls to a picnic field trip to an unusual but scenic volcanic formation called Hanging Rock. Despite rules against it, Miranda and several other girls venture off. It's not until the end of the day that the faculty realizes the girls and one of the teachers have disappeared mysteriously.","['australia', 'based on novel or book', 'orphanage', ""girls' boarding school"", 'based on true story', 'coming of age', 'hanging rock', 'atmospheric', ""valentine's day"", 'mysterious', '1900s']",['AU'],5125000,847,True,True,"['keyword_period', 'decade_phrase']",1900.0,1909.0,1900s,75.0,[],past,0.9,"['overview', 'keywords']"
15121,The Sound of Music,1965,"['Drama', 'Family', 'Music', 'Romance']","In the years before World War II, a tomboyish postulant at an Austrian abbey is hired as a governess in the home of a widowed naval captain with seven children, and brings a new love of life and music into the home.","['resistance', 'musical', 'austria', 'based on true story', 'music competition', 'based on play or musical', 'alps mountains', 'governess', 'convent (nunnery)', 'postulant', 'novice', 'puppet show', 'nun in love', 'nazi occupation', '1930s', 'raising children', 'cheerful', 'comforting', 'joyful', 'salzburg, austria', 'pre world war ii', 'rise of nazism', 'escape from fascism']",['US'],286214286,3471,True,False,['keyword_period'],1914.0,1945.0,1910s,51.0,"['world war ii', 'world war i']",past,0.9,"['overview', 'keywords']"
18710,Capone,1975,"['Crime', 'Drama']","Young Al Capone catches the eye of Johnny Torrio, a criminal visiting New York from Chicago. Torrio invites Capone to move to Illinois to help run his Prohibition-era alcohol sales operation. Capone rises through the ranks of Torrio's gang and eventually takes over. On top, he works to consolidate his power by eliminating his enemies, fixing elections to his advantage and getting rich. In his spare time, Capone courts the principled Iris Crawford.","['chicago, illinois', 'prohibition era', 'gangster', 'bodyguard', 'rise and fall', 'revenge', 'murder', 'bootlegging', 'vendetta', 'bribe']",['US'],2000000,98,True,False,[],1920.0,1933.0,1920s,55.0,['prohibition'],past,0.9,"['overview', 'keywords']"
16153,Alice Doesn't Live Here Anymore,1974,"['Romance', 'Drama']","After her husband dies, Alice and her son, Tommy, leave their small New Mexico town for California, where Alice hopes to make a new life for herself as a singer. Money problems force them to settle in Arizona instead, where Alice takes a job as waitress in a small diner.","['waitress', 'widow', 'arizona', 'son', 'road trip', 'singer', 'tucson, arizona', 'phoenix, arizona']",['US'],21000000,497,True,False,[],,,,,[],unknown,0.3,"['overview', 'keywords']"
11034,The Great Gatsby,1974,"['Drama', 'Romance']","Nick Carraway, a young Midwesterner now living on Long Island, finds himself fascinated by the mysterious past and lavish lifestyle of his neighbor, the nouveau riche Jay Gatsby. He is drawn into Gatsby's circle, becoming a witness to obsession and tragedy.","['long island, new york', 'wealth', 'crush', 'millionaire', 'somber', 'disheartening', 'distressing']",['US'],26533200,496,True,False,[],,,,,[],unknown,0.3,"['overview', 'keywords']"
27932,Airport 1975,1974,"['Drama', 'Thriller', 'Action']","When an in-flight collision incapacitates the pilots of an airplane bound for Los Angeles, stewardess Nancy Pryor is forced to take over the controls. From the ground, her boyfriend Alan Murdock, a retired test pilot, tries to talk her through piloting and landing the 747 aircraft. Worse yet, the anxious passengers — among which are a noisy nun and a cranky man — are aggravating the already tense atmosphere.","['helicopter', 'husband wife relationship', 'airplane', 'cataclysm', 'airport', 'based on novel or book', 'guitar', 'stewardess', 'pilot', 'alcoholism', 'sequel', 'aviation', 'salt lake city, utah', 'teenage girl', 'singing nun', 'mid air collision', 'airplane accident', 'los angeles, california', 'disaster movie']",['US'],102985152,280,True,False,[],,,,,[],unknown,0.3,"['overview', 'keywords']"
19740,The Great Waldo Pepper,1975,"['Adventure', 'Drama']",A biplane pilot and WWI veteran takes up barnstorming and later a movie career in his quest for the glory days he misses.,"['world war i', 'aerial combat', 'red baron', 'biplane', 'flying ace', 'barnstorming', 'fighter ace', 'stunt pilot', 'the red baron', 'airplane pilot']",['US'],20642922,87,True,False,[],1914.0,1918.0,1910s,61.0,['wwi'],past,0.9,"['overview', 'keywords']"
5919,The Towering Inferno,1974,"['Action', 'Drama', 'Thriller']","At the opening party of a colossal—but poorly constructed—skyscraper, a massive fire breaks out, threatening to destroy the tower and everyone in it.","['rescue', 'helicopter', 'fire', 'san francisco, california', 'skyscraper', 'fire engine', 'survival', 'disaster', 'explosion', 'tragic event', 'trapped', 'elevator', 'disaster movie', 'firefighter', ""world's tallest building"", 'trapped in burning building']",['US'],116000000,989,True,False,[],,,,,[],unknown,0.3,"['overview', 'keywords']"
30497,The Texas Chain Saw Massacre,1974,['Horror'],"Five friends head out to rural Texas to visit the grave of a grandfather. On the way, they stumble across what appears to be a deserted house, only to discover something sinister within. Something armed with a chainsaw.","['van', 'gas station', 'sadistic', 'texas', 'leatherface', 'hitchhiker', 'slaughterhouse', 'chainsaw', 'cannibal', 'family', 'polaroid', 'grave robber', 'disturbed', 'angry', 'cannibalism', 'vacation gone wrong', 'commanding', 'one day', 'b-horror']",['US'],30922680,3623,True,False,[],,,,,[],unknown,0.3,"['overview', 'keywords']"
29473,Let's Do It Again,1975,"['Comedy', 'Crime']","Clyde Williams and Billy Foster are a couple of blue-collar workers in Atlanta who have promised to raise funds for their fraternal order, the Brothers and Sisters of Shaka. However, their method for raising the money involves travelling to New Orleans and rigging a boxing match.","['gambling', 'hypnosis', 'money', 'blaxploitation cinema', 'gang', 'church']",['US'],11800000,22,True,False,[],,,,,[],unknown,0.3,"['overview', 'keywords']"
289,Casablanca,1943,"['Drama', 'Romance']","In Casablanca, Morocco in December 1941, a cynical American expatriate meets a former lover, with unforeseen complications.","['corruption', 'nazi', 'escape', 'love triangle', 'resistance', 'spy', 'patriotism', 'casablanca, morocco', 'vichy regime', 'visa', 'nationalism', 'world war ii', 'morocco', 'film noir', 'war']",['US'],10462500,5777,True,False,['keyword_period'],1941.0,1941.0,1940s,2.0,[],present,0.8,"['overview', 'keywords']"
5924,Papillon,1973,"['Crime', 'Drama']","A man befriends a fellow criminal as the two of them begin serving their sentence on a dreadful prison island, which inspires the man to plot his escape.","['prison', 'escape', 'prison escape', 'jungle', 'solitary confinement', 'based on memoir or autobiography', 'remote island', 'leper colony', 'labor camp', 'corrupt official', 'french colonialism', ""devil's island"", 'prison brutality', 'guyana', '1930s']",['US'],53267000,2024,True,False,[],,,,,[],unknown,0.3,"['overview', 'keywords']"
5925,The Great Escape,1963,"['Adventure', 'Drama', 'War']","The Nazis, exasperated at the number of escapes from their prison camps by a relatively small number of Allied prisoners, relocate them to a high-security 'escape-proof' camp to sit out the remainder of the war. Undaunted, the prisoners plan one of the most ambitious escape attempts of World War II. Based on a true story.","['prison', 'epic', 'uniform', 'swastika', 'prisoner', 'based on novel or book', 'nazi', 'escape', 'optimism', 'freedom', 'machinegun', 'switzerland', 'shower', 'dystopia', 'baseball', 'world war ii', 'prisoner of war', 'claustrophobia', 'attempt to escape', 'barbed wire', 'based on true story', 'prison guard', 'prison escape', 'tragedy', 'solitary confinement', 'motorcycle', 'alps mountains', 'british officer', '1940s', 'luftwaffe', 'soldiers']",['US'],11700000,2706,True,True,"['genre_period', 'keyword_period']",1914.0,1945.0,1910s,49.0,"['world war ii', 'world war i']",past,0.9,"['overview', 'keywords']"
84259,Hearts of the West,1975,"['Comedy', 'Western']",Lewis Tater writes Wild West dime novels and dreams of actually becoming a cowboy. When he goes west to find his dream he finds himself in possession of the loot box of two crooks who tried to rob him.,"['movie business', 'screenwriter', 'great depression', 'writer', 'filmmaking', 'western filmmaking', '1930s', 'old hollywood', 'b western', 'film industry']",['US'],1600000,18,True,True,['genre_period'],,,,,[],unknown,0.3,"['overview', 'keywords']"
27429,Shivers,1975,"['Horror', 'Science Fiction']","When the residents of a luxury apartment complex outside Montreal are infiltrated by parasites and transformed into violent, sex-crazed maniacs, it's up to Dr. Roger St. Luc to contain the outbreak from spreading to the city.","['island', 'panic', 'attack', 'sexual attraction', 'zombie', 'organ transplant', 'parasite', 'infestation', 'sex fiend', 'luxury hotel']",['CA'],1000000,687,True,False,['fantasy_penalty'],,,,,[],unknown,0.3,"['overview', 'keywords']"
22307,Sisters,1973,"['Thriller', 'Horror', 'Mystery']","Inquisitive journalist Grace Collier is horrified when she witnesses her neighbor, fashion model Danielle Breton, violently murder a man. Panicking, she calls the police. But when the detective arrives at the scene and finds nothing amiss, Grace is forced to take matters into her own hands. Her first move is to recruit private investigator Joseph Larch, who helps her to uncover a secret about Danielle's past that has them both seeing double.","['police', 'insanity', 'detective', 'hallucination', 'witness', 'murder', 'neighbor', 'psychic', 'model', 'twins', 'evil', 'report']",['US'],1000000,423,True,False,[],,,,,[],unknown,0.3,"['overview', 'keywords']"
1829,The Story of Adele H.,1975,"['Drama', 'History', 'Romance']","In the 19th century a mysterious woman named Adele H. crosses the ocean, from Europe to North America, to relentlessly pursue an handsome officer that denies her satisfaction.","['lovesickness', 'based on novel or book', 'insanity', ""women's sexual identity"", 'hypnosis', 'love letter', 'one-sided love', 'nova scotia, canada', 'barbados', 'bed and breakfast (b&b)', 'channel islands', 'stalker', 'lieutenant', 'love']",['FR'],763000,223,True,True,['genre_period'],,,,,[],unknown,0.3,"['overview', 'keywords']"
314149,Don't Cry with Your Mouth Full,1973,['Comedy'],"Annie, a 16 years old girl, loves Frédéric who is away doing his national service. During her holidays in the country, she meets Alexandre. He's older, owns a car and she experiences the ""first time"" with him. Back during a leave, Frédéric finds his sweetheart in the arms of this clumsy oaf and eventually hits it off with him.",[],['FR'],0,20,True,False,[],,,,,[],unknown,0.3,['overview']
1835,"Farewell, My Lovely",1975,"['Crime', 'Mystery', 'Thriller']","Private eye Philip Marlowe is hired by ex-con Moose Malloy to find his girlfriend, a former lounge dancer. While also investigating the murder of a client and the theft of a jade necklace, Marlowe becomes entangled with seductress Helen Grayle and discovers a web of dark secrets that are better left hidden.","['suspicion of murder', 'los angeles, california']",['US'],2000000,168,True,False,[],,,,,[],unknown,0.3,"['overview', 'keywords']"
32044,California Split,1974,"['Comedy', 'Drama']","Carefree single guy Charlie Waters rooms with two lovely prostitutes, Barbara Miller and Susan Peters, and lives to gamble. Along with his glum betting buddy, Bill Denny, Charlie sets out on a gambling streak in search of the ever-elusive big payday. While Charlie and Bill have some lucky moments, they also have to contend with serious setbacks that threaten to derail their hedonistic betting binge.","['friendship', 'casino', 'poker', 'gambling', 'fight', 'gambling debt', 'roulette', 'broken nose', 'stripper', 'racetrack', 'craps']",['US'],5000000,133,True,False,[],,,,,[],unknown,0.3,"['overview', 'keywords']"
4909,The Day of the Jackal,1973,"['Action', 'Thriller']","An international assassin known as ‘The Jackal’ is employed by disgruntled French generals to kill President Charles de Gaulle, with a dedicated gendarme on the assassin’s trail.","['assassin', 'assassination', 'france', 'paris, france', 'based on novel or book', 'police', 'hitman', 'traitor', 'castle', 'fake identity', 'disguise', 'denunciation']","['US', 'GB']",16056255,635,True,False,[],,,,,[],unknown,0.3,"['overview', 'keywords']"
821,Judgment at Nuremberg,1961,"['Drama', 'History']","In 1947, four German judges who served on the bench during the Nazi regime face a military tribunal to answer charges of crimes against humanity. Chief Justice Haywood hears evidence and testimony not only from lead defendant Ernst Janning and his defense attorney Hans Rolfe, but also from the widow of a Nazi general, an idealistic U.S. Army captain and reluctant witness Irene Wallner.","['right and justice', 'nazi', 'court case', 'judge', 'concentration camp', 'world war ii', 'national socialism', 'national socialist party', 'nuremberg trials', 'trial', 'nuremberg, germany', 'black and white', 'courtroom drama']",['US'],10000000,877,True,True,"['genre_period', 'keyword_period', 'explicit_past_year']",1947.0,1947.0,1940s,14.0,[],past,0.9,"['overview', 'keywords']"
4917,A Boy and His Dog,1975,"['Drama', 'Science Fiction', 'Comedy']","Set in the year 2024 in post-apocalyptic America, 18-year old Vic and his telepathic dog, Blood, are scavengers in the desolate wilderness ravaged by World War IV, where survivors must battle for food and shelter in the desert-like wasteland. Vic and Blood eke out a meager existence, foraging for food and fighting gangs of cutthroats.","['based on novel or book', 'telepathy', 'dystopia', 'post-apocalyptic future', 'decoy', 'dog', 'desert', 'boy and dog', 'impregnation', 'pets']",['US'],6900000,364,True,False,['fantasy_penalty'],1914.0,1918.0,1910s,61.0,['world war i'],past,0.9,"['overview', 'keywords']"
1847,The Long Goodbye,1973,"['Mystery', 'Drama', 'Crime']","In 1970s Hollywood, Detective Philip Marlowe tries to help a friend who is accused of murdering his wife.","['infidelity', 'suicide', 'corruption', 'police', 'cat', 'detective', 'greed', 'mission of murder', 'penthouse apartment', 'police operation', 'usa–mexico border', 'alcoholism', 'murder', 'chain smoking', 'whodunit', 'los angeles, california', 'interrogation', 'hit by a car', 'private eye', 'neo-noir', 'abuse', 'abusive boyfriend']",['US'],959000,715,True,False,['decade_phrase'],1970.0,1979.0,1970s,3.0,[],present,0.8,"['overview', 'keywords']"
255797,The Courage of the People,1971,"['Drama', 'History']",A documentary reenactment of the government-ordered massacre of striking tin miners and their families at the Siglo XX Mines in 1967 in Bolivia.,[],['BO'],0,15,True,True,['genre_period'],1967.0,1967.0,1960s,4.0,[],present,0.8,['overview']
12092,Alice in Wonderland,1951,"['Animation', 'Family', 'Fantasy', 'Adventure']","On a golden afternoon, wildly curious young Alice tumbles into the burrow and enters the merry, madcap world of Wonderland full of whimsical escapades.","['dreams', 'heart', 'queen', 'villain', 'cartoon cat', 'nothing', 'female villain', 'tea party', 'based on young adult novel', 'adaptation', 'adventure']",['US'],57200000,6097,True,False,['fantasy_penalty'],,,,,[],unknown,0.3,"['overview', 'keywords']"
829,Chinatown,1974,"['Crime', 'Drama', 'Mystery', 'Thriller']","Private eye Jake Gittes lives off of the murky moral climate of sunbaked, pre-World War II Southern California. Hired by a beautiful socialite to investigate her husband's extra-marital affair, Gittes is swept into a maelstrom of double dealings and deadly deceits, uncovering a web of personal and political scandals that come crashing together.","['dying and death', 'sea', 'pedophilia', 'rape', 'mistake in person', 'river', 'chinatown', 'barrage', 'femme fatale', 'conspiracy', 'whodunit', 'los angeles, california', 'private detective', 'neo-noir']",['US'],30000000,4065,True,False,[],1914.0,1945.0,1910s,60.0,"['world war ii', 'world war i']",past,0.9,"['overview', 'keywords']"
53566,The Smurfs and the Magic Flute,1975,"['Animation', 'Adventure', 'Fantasy']","The evil knight Torchesac, who is at the service of the sinister lord of La Mortaille, gets a very powerful magic flute and uses it for evil purposes. Johan and Pirlouit, assisted by the magician Homnibus, travel to the land of the Smurfs, the only manufacturers of this sort of instrument, to get a new one and battle the usurpers.","['dancing', 'dreams', 'kingdom', 'europe', 'based on comic', 'goat', 'thief', 'king', 'magical object', 'middle ages (476-1453)', 'flute', 'belgian', 'page', 'midget']","['BE', 'FR']",11234220,96,True,False,['fantasy_penalty'],,,,,[],unknown,0.3,"['overview', 'keywords']"
11072,Blazing Saddles,1974,"['Western', 'Comedy']","A town—where everyone seems to be named Johnson—stands in the way of the railroad. In order to grab their land, robber baron Hedley Lamarr sends his henchmen to make life in the town unbearable. After the sheriff is killed, the town demands a new sheriff from the Governor, so Hedley convinces him to send the town the first black sheriff in the west.","['governor', 'saloon', 'gun', 'parody', 'marching band', 'breaking the fourth wall', 'spoof', 'racism', 'railroad', 'interrupted hanging', 'cowboy', 'western town', 'western spoof', 'ceremony', 'frontier town', 'saloon girl', 'coot', 'self-referential', 'satirical', 'anarchic comedy', 'anachronistic', 'farting']",['US'],119500000,1981,True,True,['genre_period'],,,,,[],unknown,0.3,"['overview', 'keywords']"
425282,"My Nights with Susan, Sandra, Olga & Julie",1975,"['Horror', 'Action', 'Drama']","Susan has chosen a hermit's life on a dilapidated farm over the shallowness of her previous jet set modeling life. When Anton, a hunky courier, comes along to pick her up for an assignment on the French Riviera, he's so fascinated by Susan's odd assortment of house guests that he decides to stay with them for a couple of days.","['farm', 'sexual obsession', 'insanity', 'murder', 'hitchhiker', 'threesome']",['NL'],0,17,True,False,[],,,,,[],unknown,0.3,"['overview', 'keywords']"
11589,Kelly's Heroes,1970,"['Adventure', 'Comedy', 'War']",A misfit group of World War II American soldiers goes AWOL to rob a bank behind German lines.,"['gold', 'armor', 'world war ii', 'campaign', 'tank', 'us army', 'colonel', 'front', 'lieutenant', 'lighthearted', 'bold']",['US'],5200000,763,True,True,"['genre_period', 'keyword_period']",1914.0,1945.0,1910s,56.0,"['world war ii', 'world war i']",past,0.9,"['overview', 'keywords']"
839,Duel,1971,"['Action', 'Thriller', 'TV Movie']","Traveling businessman David Mann angers the driver of a rusty tanker while crossing the California desert. A simple trip turns deadly, as Mann struggles to stay on the road while the tanker plays cat and mouse with his life.","['california', 'panic', 'chase', 'gas station', 'falsely accused', 'cliff', 'deputy', 'car crash', 'truck', 'salesman', 'stalking', 'cowardliness', 'desert', 'truck driver', 'based on short story', 'road rage', 'school bus', 'dangerous driving', 'eighteen wheeler', 'locked bumpers', 'overheating', 'railroad crossing']",['US'],2544,1976,True,False,[],,,,,[],unknown,0.3,"['overview', 'keywords']"
36685,The Rocky Horror Picture Show,1975,"['Comedy', 'Science Fiction', 'Fantasy', 'Horror']","After getting a flat tire in the middle of nowhere, newly engaged couple Brad and Janet encounter the eerie mansion of the flamboyant, seductive Dr. Frank-N-Furter and a variety of eccentric characters. Through elaborate dance and rock music, the mad scientist unveils his latest creation: a perfect, muscular man.","['sexual identity', ""rock 'n' roll"", 'transvestism', 'time warp', 'transylvania', 'transvestite', 'group sex', 'halloween', 'seduction', 'castle', 'sex addiction', 'musical', 'based on play or musical', 'cross dressing', 'rock musical', 'homoeroticism', 'psychotronic', 'independent film', 'horror musical', 'castelo']","['US', 'GB']",171181400,2989,True,False,['fantasy_penalty'],,,,,[],unknown,0.3,"['overview', 'keywords']"
335,Once Upon a Time in the West,1968,"['Drama', 'Western']","As the railroad builders advance unstoppably through the Arizona desert on their way to the sea, Jill arrives in the small town of Flagstone with the intention of starting a new life.","['small town', 'loss of loved one', 'harmonica', 'wedding party', 'spaghetti western', 'arizona territory', 'intercontintental railroad', 'outlaw gang', 'water pump', 'mysterious character', 'boom town', 'railroad company', 'hope for a new life', 'railroad construction']","['IT', 'US']",5380118,4660,True,True,['genre_period'],,,,,[],unknown,0.3,"['overview', 'keywords']"
9552,The Exorcist,1973,['Horror'],"When a mysterious entity possesses a young girl, her mother seeks the help of two Catholic priests to save her life.","['religion and supernatural', 'exorcism', 'holy water', 'paranormal phenomena', 'possession', 'vomit', 'satan', 'priest', 'ouija board', 'demon', 'strong language', 'roman catholic church', 'psychotic', 'demonic possession', 'disturbed child', 'crisis of faith', 'sfx', 'religious horror', 'supernatural horror', 'provocative', 'dramatic', 'suspenseful', 'tense', 'audacious', 'bold', 'horrified', 'possessed child']",['US'],441306145,8340,True,False,[],,,,,[],unknown,0.3,"['overview', 'keywords']"
9040,Serpico,1973,"['Crime', 'Drama']",New York cop Frank Serpico blows the whistle on the rampant corruption in the force only to have his comrades turn against him.,"['new york city', 'corruption', 'hippie', 'police', 'biography', 'idealism', 'based on true story', 'idealist', 'money', 'undercover cop', 'internal affairs', 'police corruption', 'biting', 'social justice', 'police vigilantism', 'questioning', 'whistleblower', 'grim', 'serious', 'cops', 'fighting the system', 'tense', 'intense', 'sinister', 'antagonistic', 'arrogant', 'callous', 'disgusted', 'enraged', 'informative']","['IT', 'US']",30800000,2088,True,False,['keyword_period'],,,,,[],unknown,0.3,"['overview', 'keywords']"
24402,Emmanuelle,1974,"['Drama', 'Romance']",An employee at the French Embassy in Bangkok invites his wife to join him – and enjoy the benefits of their open marriage.,"['infidelity', 'airplane', 'eroticism', 'bangkok, thailand', 'sexual fantasy', 'sexual arousal', 'promiscuity', 'softcore', 'erotic movie']",['FR'],20200000,792,True,False,[],,,,,[],unknown,0.3,"['overview', 'keywords']"
244560,The Stone Wedding,1973,['Drama'],"Two bleak stories about absent love. In the first, a widow is working hard in a desperate attempt to save her dying daughter. The second tells the story of two wandering singers who kidnap a bride from her wedding.","['wedding', 'death', 'street musician']",['RO'],0,19,True,False,[],,,,,[],unknown,0.3,"['overview', 'keywords']"
560981,The Amusement Park,2021,"['Horror', 'Drama', 'Thriller']","An elderly gentleman goes for what he assumes will be an ordinary day at the amusement park, only to find himself in the midst of a hellish nightmare.","['fortune teller', 'surrealism', 'marching band', 'motorcycle gang', 'amusement park', 'roller coaster / rollercoaster', 'merry go round', 'senior citizen', 'elderly', 'elderly man', 'bumper car', 'elder abuse', 'elderly widow']",['US'],0,114,True,False,[],,,,,[],unknown,0.3,"['overview', 'keywords']"
24918,The Twelve Chairs,1970,"['Comedy', 'Drama']","In 1920s Soviet Russia, a fallen aristocrat, a priest and a con artist search for a treasure of jewels hidden inside one of twelve dining chairs, lost during the revolution.","['hidden fortune', 'comedy']",['US'],1806258,138,True,False,['decade_phrase'],1920.0,1929.0,1920s,50.0,[],past,0.9,"['overview', 'keywords']"
56150,Jonathan Livingston Seagull,1973,"['Drama', 'Family']","Jonathan is sick and tired of the boring life in his seagull clan. He rather experiments with new, always more daring flying techniques. Since he doesn't fit in, the elders expel him from the clan. So he sets out to discover the world beyond the horizon in a quest for wisdom.","['based on novel or book', 'spirituality', 'ridiculous']",['US'],1600000,59,True,False,[],,,,,[],unknown,0.3,"['overview', 'keywords']"
91487,State of Siege,1972,"['Thriller', 'Drama']","Using the interrogation of a US counterinsurgency agent as a backdrop, the film explores the consequences of the struggle between Uruguay's government and the leftist Tupamaro guerrillas.","['guerrilla warfare', 'curfew', 'martial law', 'torture']",['FR'],8000000,103,True,False,[],,,,,[],unknown,0.3,"['overview', 'keywords']"
39264,Godzilla vs. Megalon,1973,"['Action', 'Adventure', 'Science Fiction', 'Fantasy']","Inventor Goro Ibuki creates a humanoid robot named Jet Jaguar. It is soon seized by an undersea race of people called the Seatopians. Using Jet Jaguar as a guide, the Seatopians send Megalon as vengeance for the nuclear tests that have devastated their society.","['underground world', 'japan', 'kidnapping', 'giant monster', 'giant robot', 'robot', 'alien invasion', 'stock footage', 'gojira', 'kaiju', 'tag team', 'monster island', 'godzilla', 'tokusatsu']",['JP'],980000,225,True,False,['fantasy_penalty'],,,,,[],unknown,0.3,"['overview', 'keywords']"
220002,Our Family,1975,"['Comedy', 'Family', 'Drama']",A love story between a poor man and a rich girl. The rich girl's father tries to prevent their marriage and he declares a war against the poor boy's family.,"['big family', 'family relationships']",['TR'],214600,76,True,False,[],,,,,[],unknown,0.3,"['overview', 'keywords']"
8043,Breakheart Pass,1975,"['Thriller', 'Western', 'Mystery']","At the height of the frontier era, a train races through the Rocky Mountains on a classified mission to a remote army post. But one by one the passengers are being murdered, and their only hope is the mysterious John Deakin, who's being transported to face trial for murder.","['governor', 'army', 'prisoner', 'u.s. marshal', 'train']",['US'],2130000,215,True,True,['genre_period'],,,,,[],unknown,0.3,"['overview', 'keywords']"
32620,The Drowning Pool,1975,"['Thriller', 'Mystery']","Harper is brought to Louisiana to investigate an attempted blackmail scheme. He soon finds out that it involves an old flame of his and her daughter. He eventually finds himself caught in a power struggle between the matriarch of the family and a greedy oil baron, who wants their property. Poor Harper! Things are not as straight-forward as they initially appeared.","['private detective', 'neo-noir', 'lew harper']",['US'],2600000,130,True,False,[],,,,,[],unknown,0.3,"['overview', 'keywords']"
457581,Main Line to Terror,1975,"['Drama', 'Thriller']","Akiyama is an intern, disgusted with the noise pollution caused by the bullet trains and the heart attacks that noise has been causing in older hospital patients, plots to disrupt and, in ten days, destroy a unit of the operation. He warns the Japan National Railway, that, if nothing is done to reduce the noise, he will derail a bullet train. Takigawa is the police detective sent to stop him.","['based on novel or book', 'train', 'noise pollution', 'bullet train']",['JP'],0,15,True,False,[],,,,,[],unknown,0.3,"['overview', 'keywords']"
235374,A Haunted Turkish Bathhouse,1975,"['Horror', 'Romance', 'Comedy', 'Crime', 'Drama']","A sly gangster hatches a plot against his own wife, who works at a brothel-cum-bathhouse, with the help of the bathhouse owner’s wife.",['pink film'],['JP'],0,19,True,False,[],,,,,[],unknown,0.3,"['overview', 'keywords']"
30576,Karlsson on the Roof,1974,['Family'],"Svante is a young boy who lives with his family in a Stockholm apartment. One day he meets Karlsson, a chubby little man in the prime of his life, who can fly using a propeller on his back and who lives in his little house on the roof.","['stockholm, sweden', ""based on children's book""]",['SE'],606162,35,True,False,[],,,,,[],unknown,0.3,"['overview', 'keywords']"
340336,The Step,1975,['Animation'],A short film in which pieces of paper fly off of an animated cube.,"['surrealism', 'short film']",['FR'],0,19,True,False,[],,,,,[],unknown,0.3,"['overview', 'keywords']"
39282,Funny Lady,1975,"['Comedy', 'Drama', 'Romance']","Famous singer Fanny Brice has divorced her first husband Nicky Arnstein. During the Great Depression she has trouble finding work as an artist, but meets Billy Rose, a newcomer who writes lyrics and owns a nightclub.","['new york city', 'singer', 'female protagonist']",['US'],40055897,67,True,False,[],1929.0,1939.0,1920s,46.0,['great depression'],past,0.9,"['overview', 'keywords']"
11123,Earthquake,1974,"['Action', 'Drama', 'Thriller']","Various interconnected people struggle to survive when an earthquake of unimaginable magnitude hits Los Angeles, California.","['fire', 'supermarket', 'skyscraper', 'architect', 'natural disaster', 'earthquake', 'flooding', 'parking garage', 'national guard', 'child in peril', 'billiard hall', 'disaster', 'los angeles, california', 'explosion', 'motorcycle', 'destruction', 'alcoholic', 'policeman', 'daredevil', 'disaster movie', 'sensurround', 'dam collapse']",['US'],79666653,346,True,False,[],,,,,[],unknown,0.3,"['overview', 'keywords']"
31604,The Killer Elite,1975,"['Crime', 'Action', 'Thriller']","Mike Locken is one of the principal members of a group of freelance spies. A significant portion of their work is for the CIA, and while on a case for them one of his friends turns on him and shoots him in the elbow and knee. His assignment, to protect someone, goes down in flames. He is nearly crippled, but with braces is able to again become mobile. For revenge as much as anything else, Mike goes after his ex-friend.","['central intelligence agency (cia)', 'hitman', 'traitor', 'revenge', 'betrayal']",['US'],1000000,126,True,False,[],,,,,[],unknown,0.3,"['overview', 'keywords']"
31605,The Last American Hero,1973,['Drama'],A young hell raiser quits his moonshine business and tries to become the best NASCAR racer the south has ever seen. Loosely based on the true story of NASCAR driver Junior Johnson.,"['sports', 'southern usa', 'stock car racing', 'racing', 'moonshine', 'nascar', 'stock car', 'racing driver', 'motorsport', 'motor racing', 'deep south']",['US'],1000000,37,True,False,[],,,,,[],unknown,0.3,"['overview', 'keywords']"
16246,Gone in 60 Seconds,1974,"['Action', 'Crime', 'Drama', 'Thriller']","Insurance investigator Maindrian Pace and his team lead double-lives as unstoppable car thieves. When a South American drug lord pays Pace to steal 48 cars for him, all but one, a 1973 Ford Mustang, are in the bag. As Pace prepares to rip-off the fastback, codenamed ""Eleanor"", in Long Beach, he is unaware that his boss has tipped off the police after a business dispute.","['helicopter', 'police', 'car thief', 'mustang', 'grand theft auto', 'car robbery']",['US'],40000000,179,True,False,[],1973.0,1973.0,1970s,1.0,[],present,0.8,"['overview', 'keywords']"
